32035.7900,373613.9200,54631.3000
32037.7100,373618.3500,54654.4500
32038.6700,373620.5700,54624.6500
32039.5500,373622.6000,54640.2300
32041.7600,373627.7000,54678.1300
32042.7100,373629.9100,54678.2400
32094.0300,373748.4200,54648.3100
32309.4700,373535.4900,54597.0000
32122.7100,373814.6400,54633.3000
32139.3100,373852.9800,54655.8200
32161.7300,373904.7500,54664.2300
32175.3600,373936.2300,54642.4000
32180.5900,373948.3000,54640.2000
32196.5900,373985.2400,54658.1200
32219.5700,374038.3300,54672.8800
32227.2600,374056.0700,54666.4900
32266.4900,374146.6600,54679.7200
32269.9600,374154.6700,54679.2100
32281.1300,374180.4700,54674.2200
32311.2000,374249.9200,54645.7100
32316.3100,374261.7100,54648.2200
32453.4600,373802.4800,54590.0000
32565.5200,373651.4800,54592.0000
32631.4900,373751.4900,54590.0000
32354.4600,373867.4900,54588.0000
32431.4800,373940.4900,54587.0000
32487.5100,374065.4900,54586.0000
32556.4800,373900.5100,54587.0000
32606.4700,373992.4900,54587.0000
32350.2800,374340.1500,54573.1763
32357.1000,374355.9100,54572.6760
32469.5100,374170.5000,54582.0000
32570.5200,374165.4900,54584.0000
32587.4900,374274.5000,54580.0000
32396.1500,374446.0900,54575.0000
32406.1300,374469.1300,54575.0000
32425.9300,374514.8700,54575.0000
32448.4900,374566.9600,54575.0000
32463.4900,374601.5900,54575.0000
32486.0900,374653.7700,54575.0000
32507.6600,374703.6000,54575.0000
32587.4900,374437.4900,54575.0000
32520.5600,374733.3800,54642.4200
32562.3300,374829.8500,54674.1300
32564.4600,374834.7600,54674.0500
32565.2500,374836.5900,54674.0000
32586.9500,374886.7000,54613.2400
32610.5900,374941.2900,54649.7000
32626.4200,374977.8500,54648.8200
32688.5000,373446.5000,54592.0000
32790.4900,373429.5000,54588.0000
32930.5100,373500.4800,54596.0000
32658.4700,373577.5100,54590.0000
32703.4600,373679.5000,54592.0000
32760.4600,373529.5100,54594.0000
32772.4900,373764.4900,54590.0000
32803.4900,373621.4900,54592.0000
32896.5100,373659.5100,54592.0000
32660.4900,374081.5100,54582.0000
32689.4800,373934.5000,54587.0000
32784.5100,374065.4900,54584.0000
32800.5000,373884.4900,54587.0000
32898.5200,373838.5000,54590.0000
32920.5000,373951.5000,54587.0000
32692.4700,374183.5000,54581.0000
32725.4900,374281.4900,54580.0000
32806.4800,374340.5100,54579.0000
32819.4800,374185.5100,54580.0000
32901.5100,374381.4900,54578.0000
32914.5100,374272.4900,54578.0000
32667.5100,374606.5000,54573.0000
32686.4900,374411.4900,54577.0000
32722.5000,374695.4900,54572.0000
32723.4700,374505.4900,54576.0000
32810.5100,374448.5100,54577.0000
32814.4800,374557.4900,54575.0000
32846.5200,374660.4900,54573.0000
32906.4600,374505.4900,54576.0000
32755.4600,374872.4900,54568.0000
32834.5000,374763.4800,54571.0000
32866.4800,374867.4900,54569.0000
32934.4700,374752.5000,54572.0000
32647.4500,375026.4100,54566.0000
32691.4800,375128.0700,54566.0000
32697.9700,375143.0700,54566.0000
32744.2800,375250.0200,54566.0000
32756.2000,375277.5400,54566.0000
32844.5100,375024.5000,54566.0000
32779.0400,375330.2900,54655.7400
32810.3300,375402.5400,54636.4400
32821.5800,375428.5300,54646.9200
32830.6900,375449.5600,54629.2500
32848.8200,375491.4300,54656.1100
32879.6500,375562.6200,54650.2200
32921.4200,375659.0800,54656.6700
32927.0300,375672.0300,54656.4200
32971.5200,373369.5000,54600.0000
33058.5000,373438.5000,54600.0000
33069.4800,373335.5000,54603.0000
33150.4800,373398.4900,54604.0000
33217.4900,373321.5000,54606.0000
32998.5000,373587.4900,54596.0000
33013.5100,373771.5100,54592.0000
33075.4600,373660.4900,54597.0000
33140.4700,373514.4900,54601.0000
33148.5200,373733.4800,54595.0000
33198.5100,373612.4800,54599.0000
32958.4600,374105.4900,54583.0000
33056.4800,373951.5000,54588.0000
33166.4700,373982.5100,54590.0000
33172.5100,373839.5000,54594.0000
33235.5000,374059.5000,54588.0000
33032.5000,374325.5000,54579.0000
33050.5000,374216.4900,54583.0000
33087.4900,374115.5000,54586.0000
33163.4800,374273.4900,54582.0000
33192.4700,374376.4900,54580.0000
32999.4800,374638.4800,54574.0000
33043.4800,374529.5100,54575.0000
33060.5100,374425.5000,54578.0000
33165.4900,374586.4800,54576.0000
33234.4600,374467.4900,54580.0000
32944.4800,374978.5100,54570.0000
33017.4800,374895.5000,54571.0000
33034.5100,374746.4900,54573.0000
33124.4800,374944.5100,54568.0000
33132.4700,374710.5000,54573.0000
33163.4800,374847.5000,54570.0000
33225.4900,374764.4900,54573.0000
33234.4600,374937.4900,54570.0000
32997.5200,375110.5000,54567.0000
33053.4900,375210.5000,54564.0000
33090.4800,375045.5000,54568.0000
33126.4900,375292.5100,54564.0000
33175.5000,375098.5100,54567.0000
33185.5100,375202.5100,54565.0000
33014.4900,375310.5100,54562.0000
33029.5000,375416.5000,54559.0000
33084.5000,375517.5100,54557.0000
33174.4600,375427.4800,54561.0000
