32035.79,373613.92,54692.77
32037.71,373618.35,54691.72
32038.67,373620.57,54691.19
32039.55,373622.60,54690.71
32041.76,373627.70,54689.49
32042.71,373629.91,54688.96
32094.03,373748.42,54660.35
32122.71,373814.64,54644.98
32139.31,373852.98,54636.62
32161.73,373904.75,54626.22
32175.36,373936.23,54620.51
32180.59,373948.30,54618.47
32196.59,373985.24,54612.75
32309.47,373535.49,54604.10
32431.48,373940.49,54587.00
32457.48,373677.48,54592.00
32606.47,373992.49,54587.00
32658.47,373577.51,54590.00
32689.48,373934.50,54587.00
32703.46,373679.50,54592.00
32790.49,373429.50,54588.00
32898.52,373838.50,54590.00
32998.50,373587.49,54596.00
32219.57,374038.33,54648.63
32227.26,374056.07,54648.45
32266.49,374146.66,54646.36
32269.96,374154.67,54646.08
32281.13,374180.47,54645.08
32311.20,374249.92,54641.69
32316.31,374261.71,54641.02
32350.28,374340.15,54635.89
32357.10,374355.91,54634.73
32396.15,374446.09,54627.34
32406.13,374469.13,54625.27
32425.93,374514.87,54620.95
32448.49,374566.96,54615.75
32463.49,374601.59,54612.13
32486.09,374653.77,54606.49
32507.66,374703.60,54600.93
32520.56,374733.38,54597.53
32562.33,374829.85,54586.29
32564.46,374834.76,54585.71
32565.25,374836.59,54585.49
32586.95,374886.70,54579.56
32610.59,374941.29,54573.11
32626.42,374977.85,54568.81
32587.49,374274.50,54580.00
32686.49,374411.49,54577.00
32723.47,374505.49,54576.00
32784.51,374065.49,54584.00
32819.48,374185.51,54580.00
32834.50,374763.48,54571.00
32846.52,374660.49,54573.00
32906.46,374505.49,54576.00
32944.48,374978.51,54570.00
33032.50,374325.50,54579.00
33034.51,374746.49,54573.00
32647.45,375026.41,54562.00
32691.48,375128.07,54562.00
32697.97,375143.07,54562.00
32744.28,375250.02,54562.00
32756.20,375277.54,54562.00
32779.04,375330.29,54562.00
32810.33,375402.54,54562.00
32821.58,375428.53,54562.00
32830.69,375449.56,54562.00
32848.82,375491.43,54562.00
32879.65,375562.62,54562.00
32921.42,375659.08,54562.00
32927.03,375672.03,54562.00
32966.34,375762.80,54562.00
32993.36,375825.20,54562.00
33011.56,375867.24,54562.00
33014.49,375310.51,54562.00
33056.48,373951.50,54588.00
33069.48,373335.50,54603.00
33166.47,373982.51,54590.00
33172.51,373839.50,54594.00
33198.51,373612.48,54599.00
33272.49,373461.48,54603.00
33347.50,373625.48,54601.00
33479.46,374001.49,54594.00
33480.49,373526.48,54605.00
33488.49,373244.50,54609.00
33493.49,373733.48,54600.00
33518.52,373431.51,54609.00
33555.51,373330.50,54609.00
33631.49,373489.50,54609.00
33640.47,373965.51,54598.00
33749.48,373641.50,54607.00
33820.52,373306.51,54615.00
33838.46,373891.50,54602.00
33861.48,373403.50,54612.00
33881.49,373783.50,54606.00
33967.49,373510.49,54614.00
33996.48,373111.51,54622.00
33163.48,374847.50,54570.00
33165.49,374586.48,54576.00
33192.47,374376.49,54580.00
33265.47,374155.51,54587.00
33321.50,374997.49,54570.00
33334.50,374757.50,54574.00
33369.47,374519.50,54581.00
33377.47,374156.49,54590.00
33396.51,374412.50,54584.00
33462.49,374822.50,54575.00
33524.50,374285.49,54588.00
33535.49,374975.49,54573.00
33549.46,374609.49,54580.00
33616.48,374524.50,54584.00
33721.52,374218.50,54593.00
33740.50,374759.49,54582.00
33758.51,374638.48,54583.00
33778.47,374401.48,54590.00
33872.52,374965.51,54578.00
33908.47,374065.49,54599.00
33955.47,374495.51,54592.00
33958.46,374806.51,54584.00
34005.46,374911.49,54582.00
33045.00,375944.44,54541.39
33068.23,375998.09,54539.04
33090.48,375045.50,54568.00
33124.48,375611.51,54555.00
33174.46,375427.48,54561.00
33185.51,375202.51,54565.00
33264.49,375618.49,54558.00
33375.51,375113.49,54566.00
33378.50,375778.50,54554.00
33402.49,375335.50,54564.00
33414.51,375921.50,54555.00
33438.50,375445.49,54561.00
33549.46,375758.51,54557.00
33578.46,375655.51,54560.00
33596.52,376008.51,54552.00
33616.48,375355.49,54566.00
33630.46,375021.51,54573.00
33697.47,375557.49,54562.00
33698.51,375111.51,54571.00
33741.48,375841.49,54559.00
33791.47,375466.49,54566.00
33792.51,375233.48,54571.00
33876.49,375644.50,54565.00
33892.48,375855.49,54561.00
33956.51,375256.49,54573.00
33106.68,376086.87,54551.45
33128.32,376136.86,54549.41
33158.65,376206.91,54546.52
33196.42,376294.13,54542.92
33197.36,376296.29,54542.83
33229.64,376370.83,54539.80
33250.18,376418.27,54537.89
33274.43,376474.25,54535.69
